10387,2357,2418,5285,4276
1972,12195,5243,8927,6752
739,11361,11441,1978,4812
12568,12782,3937,8862,1900
12568,12782,3937,8862,1900
9271,12417,11170,208,13181
11399,849,12697,547,9729
7420,978,10976,65,7752
4929,6686,7430,7800,97
14429,4700,4254,11337,1022
11361,102,91,2771,4696
5601,1907,9576,2903,8115
2929,11927,2695,11232,11005
5530,8163,4824,6789,13366
1206,1230,9686,3403,12804
7960,12258,13938,13078,12942
5957,11801,4304,5385,7273
11127,722,1251,6898,11826
4244,4705,10976,65,11361
4244,4705,10976,65,11361
5488,4966,111,13402,13844
12391,2002,11679,11895,126
11361,14492,10976,7752,739
5935,286,44,5113,1566
5935,286,44,5113,1566
10167,6108,12391,911,11355
3887,5604,13748,8912,5464
4500,3588,91,4244,13847
13589,1230,6182,4464,6421
6382,5206,2314,8323,1637
10223,12547,2342,8630,7670
3871,1577,9354,10754,111
864,3687,5046,467,5753
9919,11977,3814,6642,13124
9919,11977,3814,6642,13124
4374,9155,4299,11530,5921
2171,3493,588,13963,1010
2171,3493,588,13963,1010
12225,3165,11966,9624,6325
3595,1007,1175,10715,4145
1978,2771,13847,10976,13761
1109,14098,11071,1372,9111
5700,10018,13927,12635,336
5325,3063,10981,8245,10933
5325,3063,10981,8245,10933
5957,4676,12397,11218,6213
5692,13374,12416,7569,12676
11690,13946,13151,1899,12716
1612,9686,13522,6884,12804
12599,3842,9185,6785,5038
2858,6159,10347,12411,5617
10619,10291,3007,5878,3658
8917,14082,1575,5564,4633
6047,5340,655,4046,1839
9281,3417,10814,12583,2777
3795,1230,1120,14076,1978
8359,9150,11898,9530,2588
11286,6084,13599,3235,7971
6399,9582,12302,10926,8008
7988,11207,5644,4505,9261
2024,4851,506,13634,8181
7055,5630,1531,8237,11771
4475,13290,5224,1746,10583
2058,2246,8061,3695,8319
14282,44,4537,5935,13587
5387,1242,9060,10123,7820
3082,13175,13498,10962,8851
6442,13501,1838,1235,2066
864,3687,5046,8815,10412
7528,4374,9155,11530,5921
3356,13963,11127,1470,1619
13296,5972,2186,2854,4174
10598,11095,99,11453,3552
739,11441,1978,11361,4244
10166,747,14480,2891,5319
10166,747,14480,2891,5319
4241,1117,10561,4630,12324
1441,7378,4990,8382,4071
11966,8500,9774,452,7113
6922,6379,2058,8528,867
13652,6163,11146,4131,5997
2729,6726,4665,1301,1467
4142,4522,1625,12416,7569
10376,6176,11166,488,3012
5803,5419,11115,7089,13966
12416,7569,5692,1625,4522
9838,5353,1320,4511,8061
761,5564,4633,1110,5835
9449,88,4812,7526,9613
5607,5704,11683,13742,9485
11973,9630,6296,10250,13815
6293,6838,2931,1284,3795
10180,3171,3561,13485,11489
9265,5105,11090,5248,7684
8916,3516,3582,1509,8800
8916,3516,3582,1509,8800
6789,5530,4824,13366,6518
10558,126,2002,911,11355
