3394
14530	528	154
1150	6789	189
12387	528	154
7913	4824	189
6939	6084	202
3169	528	154
10805	6084	202
1370	7526	212
12545	4626	13
12563	10167	117
4457	6084	202
2372	5957	88
3135	6379	114
4973	4894	212
11318	528	154
3927	9324	90
4746	200	201
1344	6084	202
1982	528	154
2334	7526	153
14309	4626	13
7192	7526	153
9265	12269	117
13	6379	114
9949	200	235
14255	6084	202
12438	4482	90
2547	6771	220
5835	4209	81
5759	6379	114
8599	7064	141
2569	12350	147
10926	4565	155
9065	6379	114
10257	6084	202
3141	6084	202
13755	6379	114
1018	12168	137
13435	6379	114
5387	14402	85
966	6789	189
7026	2660	236
9213	13366	189
14086	7911	202
13393	2415	188
4461	6379	114
9813	6084	202
8061	9152	235
7914	2482	189
5071	4894	212
1385	7526	212
2603	2781	147
10909	6084	202
3562	9708	235
1165	13598	72
2391	9324	90
5540	5957	88
1851	4626	13
12916	6379	114
3425	8249	112
11905	3403	235
3667	7526	212
5063	5957	88
14060	9624	177
2743	9324	90
10001	5957	138
7642	528	154
9045	3795	220
10080	11194	189
12224	6922	114
9943	528	154
11554	6084	202
5853	6379	114
12719	9933	119
7195	9324	90
13774	5105	125
7636	2660	236
762	528	154
10985	6379	114
6879	7115	235
12482	6084	202
11569	7911	202
1154	10558	117
9769	6379	114
14242	7526	187
14279	7526	212
2416	7911	202
2824	2518	235
7618	10558	117
11507	9308	94
13840	12017	125
12460	12099	222
13423	7439	211
2630	12428	220
1306	6084	202
7788	14444	220
7245	1266	212
649	10598	159
11247	6084	202
12328	10558	117
11722	528	154
5541	528	154
13452	1092	212
7477	528	154
12675	6789	189
2785	7526	212
6989	11926	137
1554	7526	212
4100	7526	212
6745	6379	114
2445	6379	114
5604	7526	212
1737	5957	88
10115	5084	159
1707	8851	188
11724	3082	170
11405	6379	114
4031	11291	112
2377	6084	202
233	6379	114
6576	6084	202
13882	7526	212
6942	528	154
10388	528	154
13230	528	154
163	12168	137
10032	7911	202
9311	5957	88
1260	9215	177
2169	7526	153
13694	528	154
7980	3403	235
1250	742	85
2921	11471	90
13341	6084	202
2574	9308	94
999	11194	189
14531	5957	88
3495	5026	235
5564	528	154
11888	12601	220
4822	7526	212
7487	6771	235
332	6379	114
4450	1794	212
721	3898	137
5539	9324	90
6749	6379	114
14385	5545	41
5449	7496	212
3841	6084	202
1147	7526	212
3151	13017	117
141	4894	73
9193	6379	114
6739	9324	90
11864	7526	153
2441	4894	212
12953	10558	117
2234	5957	88
1632	7911	202
8900	12008	220
4317	10558	117
10003	9686	201
1935	11071	200
7771	1007	50
4332	13017	117
6755	6084	202
516	528	154
14169	10554	144
10432	939	212
1758	6421	235
12648	2660	236
5385	6442	1
4527	528	154
8331	6084	202
10578	6379	114
2858	9324	90
11044	7526	212
3020	6379	114
7016	6084	202
11226	5530	189
1103	6379	114
11231	7526	212
8910	9881	112
4032	6379	114
6695	6379	114
10908	107	194
7009	1007	50
8310	3068	211
848	528	154
7292	528	154
6826	3795	201
3551	1790	212
9932	3082	170
9613	8867	14
6355	528	154
12992	7454	160
8249	4894	212
4708	5957	88
14144	2660	236
9557	12481	211
12878	6084	202
14369	3082	188
12071	4894	212
9151	4894	212
6876	9324	90
14357	1461	212
4358	3588	212
