156
1793	3465	104
12466	12466	10
1931	1931	165
6941	4496	3
2886	2886	165
1720	1720	10
12177	8453	131
10110	10110	165
3297	3297	98
8560	13682	3
7740	8463	104
3541	3541	165
399	13496	131
10307	10307	165
2146	2146	165
1230	4255	131
3828	3828	165
7810	7810	165
14076	527	3
9007	9007	165
13373	13373	165
11339	11339	165
5768	5768	10
211	957	30
14168	14168	98
3791	3791	165
3925	338	131
6543	12680	30
7211	7211	165
1656	1656	165
7420	7420	218
2376	9529	131
12081	12879	104
8472	8410	104
6490	6490	218
9139	5994	131
1717	1717	165
2111	981	131
4530	4530	165
11829	11829	10
5768	5768	98
10520	11489	131
6482	6482	165
12044	6893	131
5004	5004	165
1794	3795	3
12215	5647	104
4397	4397	98
7966	10572	104
4017	4017	10
6548	2232	3
13740	13697	131
9686	1302	131
6384	4977	55
5238	5983	30
11708	11708	165
2554	7692	131
3958	3958	165
118	118	10
8959	8959	165
4715	13400	104
11418	11418	98
1159	1237	131
1173	1173	165
14168	14168	10
4573	4573	10
12679	12679	165
4919	11715	131
11963	11963	165
12040	4907	21
8979	8979	165
6171	6171	98
4125	3985	55
7849	11261	131
8672	8672	98
2070	2070	165
6131	14365	131
8737	5970	104
13522	2245	131
14309	14309	165
10733	10733	165
1703	9619	104
13136	7358	131
12931	12931	165
6722	6722	165
11418	11418	10
5355	8182	104
9594	11451	131
5683	12867	30
9946	9946	165
1461	13603	131
12693	183	21
2518	7193	131
5289	5289	10
11080	14202	131
11462	8039	131
6829	8871	131
1394	1394	165
12292	8742	131
5181	5181	98
2075	2075	165
12	12	165
13569	5579	104
11272	11272	165
955	955	98
1230	1230	165
8669	8351	131
6658	2115	3
183	12693	21
3403	11432	131
13796	13796	165
13888	13888	74
7097	7097	98
11797	11797	165
6354	2652	131
1019	1019	165
7714	5364	55
7097	7097	10
4201	7735	3
6465	6465	165
102	12221	131
8127	8127	165
13944	13944	165
2041	3769	30
9271	11170	104
1172	7862	131
11829	11829	98
214	214	165
1436	1436	165
2207	2207	218
6738	6738	165
10271	10271	165
4085	2801	131
4017	4017	98
4397	4397	10
5591	5591	165
1492	1492	165
12229	3205	21
5740	5740	165
5181	5181	10
12974	8091	131
5920	5920	165
4008	4008	165
1384	1384	165
3809	3809	165
711	711	165
5613	13020	131
1794	6837	131
12987	12987	218
12680	6543	30
3711	11175	21
10655	10655	165
12428	5055	131
10095	5884	104
1329	1329	98
9480	9480	165
