13298
4582	9690	136
5123	7682	46
10761	763	232
5987	13634	2
7417	9155	2
12490	7111	215
10960	12798	226
10968	11605	135
2729	8181	2
5615	3457	180
13126	9271	46
10388	13374	2
3781	3242	180
13966	2456	121
8953	2386	6
3951	1606	46
8575	1978	60
13958	12225	121
8794	5406	225
5600	5604	8
2882	65	60
11020	532	135
3807	9978	2
14281	12731	136
8978	6469	166
11390	5692	2
5030	978	60
2084	11264	136
3966	13667	60
88	4495	151
7336	4449	46
5796	4480	46
2258	5026	214
3951	2171	46
10961	3082	97
6550	88	60
52	5726	163
7181	1309	2
10265	3446	151
13075	506	2
7671	939	60
1433	3431	130
4150	13870	46
7330	10821	60
12833	1147	57
12341	7496	60
12225	7942	66
10950	4147	76
4850	13492	158
6235	8800	136
7069	9683	136
13754	6516	8
590	460	166
11066	9517	135
10357	7515	48
4622	9954	179
3999	5759	224
12072	13462	203
5911	1309	2
4243	3782	166
8375	7588	215
3942	12758	60
2963	5387	46
9195	518	135
10233	14263	46
732	8181	2
11713	8074	224
14370	872	76
9755	192	176
4336	506	2
1622	1032	176
12550	9072	135
7842	2364	68
12948	5279	19
9704	7496	60
10424	4945	135
12230	506	2
10150	11420	135
1214	11144	162
10532	8974	151
6869	5165	166
8684	6469	166
1898	11470	106
4093	11109	60
140	7053	60
10051	13590	231
10233	9060	46
21	10518	12
1620	4933	108
11219	6830	129
2023	12482	57
12447	8336	101
13087	11950	68
6380	2607	135
2296	13599	2
2950	6932	47
3004	12448	47
4990	10924	56
3618	3148	47
11475	3082	18
2369	9669	68
9179	620	42
7116	5406	60
13760	4929	135
2656	2109	136
240	518	135
5010	6784	46
1439	12683	47
8019	7834	46
4250	8069	205
1874	8418	56
5119	8914	169
13412	1230	163
9283	5614	224
12564	4876	180
14399	8046	45
6101	2456	121
11091	8780	135
118	10223	42
2379	9728	169
7428	5127	56
2945	7170	121
3508	8526	136
5872	5299	47
8452	1309	2
7190	13833	8
2552	13609	135
9558	5921	2
12317	8411	197
5568	7575	136
1835	5011	121
9060	10233	199
4261	753	224
9280	410	8
2373	9056	183
12341	4894	60
8642	4929	135
9762	9518	166
11734	1159	76
1013	3095	136
7233	2825	224
9253	12097	136
10786	13912	105
3289	4522	2
7540	1717	163
10916	2281	214
4031	13761	60
2032	6046	208
10042	7538	46
1092	6124	145
10228	10189	57
7083	6686	135
9326	9902	199
3480	14060	128
12586	3868	224
3105	14375	32
12116	4374	2
4419	1309	2
2438	9472	224
5412	506	2
6944	12725	2
6864	3231	47
6507	7148	8
13166	11927	115
7893	13847	60
10237	5096	46
3352	6861	105
4537	5964	57
11166	10363	105
6708	5759	224
397	9718	97
11768	11596	57
3367	14009	161
8568	10119	8
138	5387	46
6460	12894	76
12072	12091	151
14502	7053	60
2057	7526	28
5704	2049	231
276	4815	46
4972	14367	56
1989	13523	57
11595	5639	47
7828	14150	60
14115	8598	130
4572	8873	56
9597	10898	151
12837	5974	166
2566	10487	47
3506	11115	46
13302	13516	60
1348	3082	97
10150	102	60
11464	13424	224
14360	12569	231
8668	618	66
12679	13090	151
10433	18	180
10493	7569	2
5340	4537	105
11966	4415	66
2449	3853	116
10182	8957	2
14294	4574	133
13582	3082	97
1571	11496	232
3977	7526	28
1915	4929	135
8535	11025	92
8442	4113	46
11863	4838	47
1469	6234	57
4696	10278	101
6784	13750	135
1673	9863	169
14267	4625	68
14399	4288	45
1461	11083	227
3853	7526	28
4883	212	213
9610	13381	23
7981	3782	166
12045	192	56
14399	12908	45
12428	4276	7
13686	2765	46
12934	6469	166
9067	635	51
1853	6491	46
5882	10821	60
9602	10183	169
2123	3155	136
12483	5775	166
12551	8660	158
6339	5524	97
8781	12683	47
208	1978	60
3548	585	43
13120	4894	60
5205	1142	224
1129	11431	57
8243	2342	42
4150	10305	46
949	6524	135
10010	9686	129
1134	13899	56
5413	5620	136
10795	5738	116
8481	739	60
11894	214	214
11374	12158	57
2769	6604	224
7568	7674	136
5616	13564	213
8982	8342	171
4067	2466	133
3358	8564	46
8295	8763	2
13525	5847	108
217	4500	60
14292	3588	126
1967	102	60
7961	3776	43
511	12416	2
649	3082	37
4427	10532	60
3757	2024	2
8297	5925	224
2316	11312	57
4323	4731	133
10025	11095	169
1844	3106	54
1942	13716	224
9310	3001	136
11338	13938	12
7126	4396	47
12586	7665	224
7989	12899	136
412	8276	116
284	3431	197
11257	10532	215
11966	3853	66
12485	3628	8
12625	4522	2
3839	11109	60
10228	5213	57
12018	11329	224
11228	13402	197
505	9978	2
1847	696	151
7601	8094	57
130	11937	60
524	9974	54
2489	3645	169
4905	918	56
5328	88	233
9779	13078	12
822	7053	60
13462	7400	53
7707	10771	111
12654	13625	179
6686	219	6
12180	11696	129
1794	5414	151
13021	5704	161
12938	6642	46
4579	1989	105
8285	2425	46
14039	11678	108
6547	10241	224
4399	1878	231
8739	11453	169
2882	11441	60
2669	13980	163
12988	8306	166
8946	7526	28
11389	14533	164
736	11679	217
12898	8181	2
1950	10012	224
6002	9123	151
10779	2734	58
5522	11373	136
11800	4228	29
9004	6240	224
8819	4605	166
14001	14186	135
9835	11772	133
4881	5406	60
2567	5165	166
10326	8181	2
8518	9484	162
3917	978	60
8204	5008	8
7213	8207	8
7552	9963	224
7535	14511	161
1791	4812	60
4427	4696	60
6629	3155	136
8549	1449	67
2758	623	47
4517	12308	116
10786	13378	46
525	3845	197
14138	1983	145
3972	2456	121
10786	10285	105
7156	3726	48
13729	8574	180
682	13591	151
582	9486	57
10237	11273	46
5836	11948	47
1440	1309	2
704	592	166
4183	6883	57
1792	7494	136
10990	3180	129
8597	74	105
7364	1279	214
13296	6205	181
3013	4107	51
2551	3076	140
1898	1227	106
9948	13374	2
7136	2024	2
488	14314	46
12341	3981	121
2538	13912	105
6765	180	116
10447	7407	54
3950	3648	68
10201	14024	18
14313	4260	106
604	867	180
5753	6524	135
4377	6540	158
8860	12147	47
6957	8445	129
1518	13938	132
12596	3208	56
10043	7713	136
12586	7134	224
5572	7601	105
9559	11446	135
11309	4894	28
10415	88	28
4542	8916	136
3840	511	203
11238	9038	46
4715	12474	28
11327	4430	68
10738	12034	224
769	7814	233
4076	3506	136
5226	506	2
5805	5387	46
1852	11858	46
3352	1825	46
5275	2000	136
12726	861	162
5623	10805	203
4439	3082	97
3960	10815	197
4214	8493	54
9234	10364	57
524	7854	54
5143	3472	136
2518	3524	7
14537	4537	105
11124	8784	51
14119	97	135
7475	3782	166
5291	4605	166
2808	12632	56
9157	8246	205
12611	5709	108
9532	6184	45
4336	7935	47
805	5592	136
13071	9613	28
10787	4929	135
6319	11932	224
3538	4929	186
11523	8957	2
10839	1993	23
8916	13607	180
4900	7526	60
2923	5106	45
1233	1230	129
11845	220	136
1579	102	76
11707	570	45
11941	7752	60
4537	7189	57
5704	10788	82
5047	6425	82
8188	5615	136
3656	1309	2
4712	8181	2
13616	3270	87
9602	11453	169
7458	10976	233
13101	8810	46
13758	1381	129
1103	1309	2
12354	14375	60
11864	9442	133
44	1406	57
7967	10976	60
6692	4929	135
12701	2607	135
7826	12824	166
13253	1223	224
5778	3371	66
9059	2470	57
11583	9837	169
2036	12286	56
5676	5692	2
9067	13484	158
7304	4202	47
6389	102	60
7698	4605	166
11527	518	135
14390	6469	166
13563	12919	128
8692	1709	54
11653	11742	136
1852	3654	105
9417	4062	110
8565	2415	97
7432	3782	166
2506	5618	186
8683	3782	166
7746	12789	18
8347	12076	47
1794	3593	151
1950	14520	224
4330	9357	158
11350	3690	205
8307	12416	2
914	2469	47
6977	13432	151
4630	10520	28
4248	5243	224
3605	5343	129
12726	2919	162
13812	7152	105
1233	9653	136
1852	205	46
8432	11709	8
9613	11422	151
8864	9863	169
4881	9613	60
824	4929	186
6512	3271	105
12362	5053	47
4040	9517	135
705	14293	135
8781	694	136
8504	3516	136
3126	5980	197
3346	9518	166
5962	2309	135
6942	3782	166
2994	12530	101
11966	6912	66
4936	4881	47
1551	13647	2
5778	5162	66
11799	11446	135
13939	14375	60
4261	6926	224
10116	7305	67
5915	10955	180
5972	3290	224
2514	4474	136
7526	11993	151
1217	4522	2
58	12419	169
14216	10668	197
2592	3255	162
3858	5654	129
13341	5084	129
8823	1008	151
610	7401	161
582	12133	57
5070	9921	2
10517	13958	47
8333	10484	181
344	1309	2
6304	11257	60
382	9155	2
5010	4722	46
9803	13901	51
3550	3234	231
9231	5565	45
5200	9613	60
14115	811	45
13258	5406	60
11186	794	46
8442	11022	105
8245	511	158
12586	6790	224
6032	8181	2
2000	6589	46
9651	13736	53
13045	585	43
572	10158	197
921	4021	164
9756	1788	6
13727	9891	224
13701	9073	2
11944	6836	47
5628	3082	97
16	3069	57
8531	4464	151
9586	10518	12
3061	8933	2
2729	6846	136
11897	2587	136
11739	7053	71
12400	3842	46
14169	9518	166
13207	7526	76
2780	4244	60
