272115
1178	11264	136
4336	5741	158
7503	3645	169
2017	9624	121
9379	4073	158
8154	2903	5
14360	13564	213
6589	6794	137
10275	1345	38
6813	10051	213
6458	8065	51
8530	3613	46
9050	6379	114
2207	13946	69
3588	5957	59
6566	3329	215
2978	5957	88
7433	6490	18
11031	5406	60
13075	2000	136
14464	6703	140
3804	12442	203
6967	12099	222
7059	6815	199
11548	8914	169
6412	12062	30
14360	82	231
1326	88	60
8692	11169	54
8849	13504	176
283	1116	109
7332	3550	213
10009	1373	122
7172	9354	197
579	2994	60
1593	7526	93
7526	10398	151
9630	6129	136
11317	14492	60
9120	9324	90
6714	7526	93
11343	8354	224
5925	6379	114
11727	13078	12
1084	7526	212
9453	4522	2
594	8463	47
11441	4812	126
5416	162	79
12626	2320	46
4249	9324	90
13920	528	154
1491	9940	36
554	9238	158
8069	10427	56
947	14492	60
5635	7496	60
3416	8681	136
322	2357	7
14423	5463	92
88	5957	59
11616	13961	231
11788	10599	23
1311	6055	166
8642	5957	88
1433	1141	123
7536	1007	120
12358	8825	158
3199	4537	105
2860	4880	60
9274	6219	51
8056	4894	32
11190	1580	51
9157	1134	205
137	1309	2
1346	3506	136
2281	5957	138
8536	13852	51
5037	2002	217
3159	14360	161
10905	9703	92
1270	11459	2
8346	4391	235
642	5592	136
9231	7806	130
13812	12713	105
3263	6084	202
10786	1015	46
2658	467	46
4861	8306	166
14112	8181	2
11230	4676	146
10042	151	46
5466	937	176
12107	5171	51
6814	3403	94
1971	13490	158
2438	7405	224
9658	6524	135
205	5165	166
6733	9299	68
2867	4501	135
14435	7802	110
13101	10375	46
6967	9324	229
7493	13374	2
11011	8922	181
8019	10123	46
7533	3919	117
4909	12678	53
13196	6635	208
6222	12252	60
6276	3164	151
2771	1983	145
7589	7325	57
12909	6305	47
3777	4894	60
4564	4894	28
9621	7975	117
589	1906	158
9472	5957	219
6526	528	154
9613	4270	203
2176	3368	56
9624	11146	66
1519	6523	57
9419	7526	233
4211	6419	224
4390	6727	151
7697	9395	136
1413	3082	97
8670	8356	158
13302	11357	36
11943	528	154
12299	13011	136
12341	9929	60
6708	5840	224
14399	9397	130
3444	12177	235
4399	1119	231
5845	12289	35
3398	1625	2
426	88	60
554	4894	212
12352	1989	105
12182	528	154
162	7318	106
2117	12169	169
6399	7878	2
10523	571	164
4301	2511	210
11237	1899	69
3341	5137	158
11890	6780	158
14150	12883	151
5539	3082	97
5434	5957	16
8668	12364	66
13992	8271	76
9698	8883	2
5258	10558	117
850	528	154
1178	2426	136
12260	8374	176
13326	4158	105
9176	834	46
8574	12407	51
242	11837	164
11466	8130	46
3832	5655	229
4292	13151	69
13485	2383	162
560	153	176
3472	3626	180
10458	12200	47
13466	8230	108
14082	3319	161
4145	12173	133
162	11144	106
4342	8574	158
4073	10599	176
13391	3960	164
4003	460	166
11134	7827	176
12009	1978	60
8922	8937	224
8606	6497	129
4065	12529	8
10356	4605	166
169	6084	202
12586	9637	224
9923	2867	51
4	3082	209
3597	10687	158
1742	12704	191
1420	9155	2
10689	6379	114
2038	7226	180
11755	9518	166
12697	739	60
8015	14150	73
8969	6084	202
12553	4626	13
8953	261	6
10248	4812	60
4010	13224	33
272	12690	180
11663	11166	199
6821	1983	145
1417	9230	106
10295	7282	176
596	607	136
529	1264	224
390	11668	199
690	528	154
5751	8766	199
11967	12975	232
13284	14170	195
5747	10970	185
6379	6771	175
11977	2456	121
4616	11174	158
5880	154	83
5901	7663	199
13140	13505	136
10520	14213	151
5145	2739	176
7708	6379	114
8816	12635	236
4590	12547	42
3969	9324	90
10063	4868	199
1489	8328	56
4338	3472	136
13845	10720	118
5468	14375	76
8492	12516	53
